date,product_id,category,sales,price,promotion_flag
2020-01-31,1,Category_2,551,425.0182509727584,0
2020-02-29,1,Category_2,488,160.10533294893258,0
2020-03-31,1,Category_2,452,387.4579911038399,0
2020-04-30,1,Category_2,552,87.58581038197104,0
2020-05-31,1,Category_2,542,255.5193084233048,0
2020-06-30,1,Category_2,598,382.30670463261197,1
2020-07-31,1,Category_2,425,479.33288320803786,0
2020-08-31,1,Category_2,443,369.91984065890955,0
2020-09-30,1,Category_2,410,14.681893372253946,0
2020-10-31,1,Category_2,431,182.6059484905632,0
2020-11-30,1,Category_2,514,113.6885129363273,0
2020-12-31,1,Category_2,535,108.68973035694279,0
2021-01-31,1,Category_2,489,407.4058254967912,0
2021-02-28,1,Category_2,486,435.7320348369205,0
2021-03-31,1,Category_2,461,264.85138890014287,0
2021-04-30,1,Category_2,445,95.34879712092699,0
2021-05-31,1,Category_2,528,348.5823992589906,0
2021-06-30,1,Category_2,468,468.1891526598941,0
2021-07-31,1,Category_2,356,167.863142301688,0
2021-08-31,1,Category_2,462,181.0882889964616,1
2021-09-30,1,Category_2,484,295.54790237594943,0
2021-10-31,1,Category_2,452,477.65847171940925,0
2021-11-30,1,Category_2,434,170.54552707386532,0
2021-12-31,1,Category_2,646,395.6068144023489,1
2022-01-31,1,Category_2,544,297.55952316113024,0
2022-02-28,1,Category_2,500,282.2602989007744,0
2022-03-31,1,Category_2,463,85.22406418330863,0
2022-04-30,1,Category_2,418,243.7278487424151,0
2022-05-31,1,Category_2,413,294.604010022204,0
2022-06-30,1,Category_2,415,459.26385143786246,0
2022-07-31,1,Category_2,412,207.23898668272932,0
2022-08-31,1,Category_2,440,23.517500231866585,0
2022-09-30,1,Category_2,355,299.0394161112886,0
2022-10-31,1,Category_2,409,449.39650733838533,0
2022-11-30,1,Category_2,372,196.35226366067903,0
2022-12-31,1,Category_2,458,11.648573074350749,0
2023-01-31,1,Category_2,471,58.56361850888198,0
2023-02-28,1,Category_2,480,265.68705915148246,0
2023-03-31,1,Category_2,369,456.4223551938928,0
2023-04-30,1,Category_2,451,276.97133248828374,0
2023-05-31,1,Category_2,375,127.93733292205235,0
2023-06-30,1,Category_2,344,226.69855701340413,0
2023-07-31,1,Category_2,354,290.8909672978974,0
2023-08-31,1,Category_2,375,316.53411094091035,0
2023-09-30,1,Category_2,411,108.7654664794209,0
2023-10-31,1,Category_2,374,72.53831770939809,0
2023-11-30,1,Category_2,396,136.04144457210043,0
2023-12-31,1,Category_2,439,478.72969721693227,0
2020-01-31,2,Category_2,676,447.7784776484669,0
2020-02-29,2,Category_2,783,396.2017721815855,0
2020-03-31,2,Category_2,623,134.24779121365543,0
2020-04-30,2,Category_2,630,63.42000449846694,0
2020-05-31,2,Category_2,609,192.96659348543344,0
2020-06-30,2,Category_2,615,52.422917426359106,0
2020-07-31,2,Category_2,648,201.99491745288174,0
2020-08-31,2,Category_2,634,198.24535484143937,0
2020-09-30,2,Category_2,614,64.60683838117751,0
2020-10-31,2,Category_2,612,83.34140533288557,0
2020-11-30,2,Category_2,589,386.4143055995455,0
2020-12-31,2,Category_2,704,293.13461510441385,1
2021-01-31,2,Category_2,878,355.66488228127,1
2021-02-28,2,Category_2,622,273.9903220958826,0
2021-03-31,2,Category_2,857,281.1872844696354,1
2021-04-30,2,Category_2,786,346.88935375183655,0
2021-05-31,2,Category_2,762,371.5199371194919,0
2021-06-30,2,Category_2,601,378.93460687080164,0
2021-07-31,2,Category_2,503,484.33246852650524,0
2021-08-31,2,Category_2,522,349.6012434277074,0
2021-09-30,2,Category_2,593,36.06344008670045,0
2021-10-31,2,Category_2,476,157.14148705864852,0
2021-11-30,2,Category_2,492,244.37148296074457,0
2021-12-31,2,Category_2,665,354.91458080337634,0
2022-01-31,2,Category_2,756,136.4585771571231,0
2022-02-28,2,Category_2,686,310.3828855554357,0
2022-03-31,2,Category_2,612,194.03330857345142,0
2022-04-30,2,Category_2,676,182.76293447300654,0
2022-05-31,2,Category_2,819,331.1997959306665,0
2022-06-30,2,Category_2,683,246.4668951190534,0
2022-07-31,2,Category_2,649,389.88274179735214,0
2022-08-31,2,Category_2,554,283.5000298794828,0
2022-09-30,2,Category_2,590,242.1608494760288,0
2022-10-31,2,Category_2,627,119.78549682032016,0
2022-11-30,2,Category_2,578,338.85056039097174,0
2022-12-31,2,Category_2,812,174.27769032575648,0
2023-01-31,2,Category_2,746,172.37576069536067,0
2023-02-28,2,Category_2,811,452.1959384650059,0
2023-03-31,2,Category_2,694,262.6606736796479,0
2023-04-30,2,Category_2,787,317.6067290988556,0
2023-05-31,2,Category_2,596,121.17729630509712,0
2023-06-30,2,Category_2,641,19.104939147886697,0
2023-07-31,2,Category_2,632,126.614501902337,0
2023-08-31,2,Category_2,624,45.156972029668566,0
2023-09-30,2,Category_2,670,31.001624874150775,0
2023-10-31,2,Category_2,626,178.02665622935118,0
2023-11-30,2,Category_2,619,284.30615333341035,0
2023-12-31,2,Category_2,758,61.96517488474638,0
2020-01-31,3,Category_2,779,13.757006838916432,0
2020-02-29,3,Category_2,697,280.13786438087476,0
2020-03-31,3,Category_2,807,216.30821805810785,0
2020-04-30,3,Category_2,691,24.39799878097312,0
2020-05-31,3,Category_2,688,399.11896139800905,0
2020-06-30,3,Category_2,656,298.887503676992,0
2020-07-31,3,Category_2,740,399.81003944797527,0
2020-08-31,3,Category_2,698,485.0370604741587,0
2020-09-30,3,Category_2,753,12.572635019572143,0
2020-10-31,3,Category_2,727,132.0112205683488,0
2020-11-30,3,Category_2,729,427.86000114534994,0
2020-12-31,3,Category_2,635,493.0278677166258,0
2021-01-31,3,Category_2,886,55.25927196211517,0
2021-02-28,3,Category_2,858,358.59036346251395,0
2021-03-31,3,Category_2,1078,278.4184702367045,1
2021-04-30,3,Category_2,982,346.25648058617867,1
2021-05-31,3,Category_2,1006,368.54977885467747,0
2021-06-30,3,Category_2,821,271.19702522169115,0
2021-07-31,3,Category_2,766,110.30430152967244,0
2021-08-31,3,Category_2,706,119.0402964762934,0
2021-09-30,3,Category_2,656,272.384697726966,0
2021-10-31,3,Category_2,832,77.41458872219613,0
2021-11-30,3,Category_2,741,68.76123566392806,0
2021-12-31,3,Category_2,868,290.8183329044323,0
2022-01-31,3,Category_2,915,398.39107717330063,0
2022-02-28,3,Category_2,901,16.89747542773994,0
2022-03-31,3,Category_2,863,322.3778146841714,0
2022-04-30,3,Category_2,984,480.459995066788,0
2022-05-31,3,Category_2,923,494.9153645556035,0
2022-06-30,3,Category_2,894,224.376790743419,0
2022-07-31,3,Category_2,672,251.15998830068253,0
2022-08-31,3,Category_2,715,340.7253278132451,0
2022-09-30,3,Category_2,803,322.75118130895765,0
2022-10-31,3,Category_2,831,301.7954756318499,0
2022-11-30,3,Category_2,766,164.36477535969868,0
2022-12-31,3,Category_2,862,130.16274018603974,0
2023-01-31,3,Category_2,906,419.4181371861115,0
2023-02-28,3,Category_2,1026,84.3909331051548,0
2023-03-31,3,Category_2,950,465.6659368338244,0
2023-04-30,3,Category_2,1007,170.6885188688329,0
2023-05-31,3,Category_2,823,97.95186667631401,0
2023-06-30,3,Category_2,929,246.92695444712555,0
2023-07-31,3,Category_2,826,418.0831195598214,0
2023-08-31,3,Category_2,863,356.28887685411814,0
2023-09-30,3,Category_2,1050,314.0349049958077,0
2023-10-31,3,Category_2,730,300.8508323581641,0
2023-11-30,3,Category_2,723,228.23633082063608,0
2023-12-31,3,Category_2,1208,476.7731676079593,1
2020-01-31,4,Category_2,558,455.256100257361,0
2020-02-29,4,Category_2,588,209.64818378041113,0
2020-03-31,4,Category_2,715,215.2395317875764,1
2020-04-30,4,Category_2,440,85.29701397626121,0
2020-05-31,4,Category_2,655,131.80552532983788,1
2020-06-30,4,Category_2,533,100.54787159935833,0
2020-07-31,4,Category_2,449,446.6987567850198,0
2020-08-31,4,Category_2,514,357.9962091980671,1
2020-09-30,4,Category_2,450,176.90928426506125,0
2020-10-31,4,Category_2,520,66.97643710365938,0
2020-11-30,4,Category_2,554,290.089646784077,0
2020-12-31,4,Category_2,555,438.79837868725264,0
2021-01-31,4,Category_2,516,116.67731771428821,0
2021-02-28,4,Category_2,432,226.3116469834897,0
2021-03-31,4,Category_2,539,205.3464411191963,0
2021-04-30,4,Category_2,420,492.8846275911414,0
2021-05-31,4,Category_2,517,182.42785163155696,0
2021-06-30,4,Category_2,451,283.49560617184073,0
2021-07-31,4,Category_2,547,41.48154995931196,0
2021-08-31,4,Category_2,457,81.62012399383231,0
2021-09-30,4,Category_2,491,160.00907639250792,0
2021-10-31,4,Category_2,522,233.3408743878205,0
2021-11-30,4,Category_2,515,62.13998008475506,0
2021-12-31,4,Category_2,505,493.3534642184599,0
2022-01-31,4,Category_2,543,118.83678680590235,0
2022-02-28,4,Category_2,575,302.79880976483776,0
2022-03-31,4,Category_2,586,84.01225787023374,0
2022-04-30,4,Category_2,586,226.65538043533735,0
2022-05-31,4,Category_2,668,396.6283559083405,1
2022-06-30,4,Category_2,499,39.96477733744575,0
2022-07-31,4,Category_2,493,386.9185341240256,0
2022-08-31,4,Category_2,506,72.26517353365723,0
2022-09-30,4,Category_2,464,159.00916258260676,0
2022-10-31,4,Category_2,478,260.40675703995913,0
2022-11-30,4,Category_2,467,450.92223777889103,0
2022-12-31,4,Category_2,481,15.450890514735697,0
2023-01-31,4,Category_2,376,244.2131149156897,0
2023-02-28,4,Category_2,518,369.6839043148328,0
2023-03-31,4,Category_2,483,399.5621915749598,0
2023-04-30,4,Category_2,565,158.85982823951855,0
2023-05-31,4,Category_2,513,150.49448123650822,0
2023-06-30,4,Category_2,513,223.96471989825034,0
2023-07-31,4,Category_2,489,69.51357644726022,0
2023-08-31,4,Category_2,507,247.69955291118703,0
2023-09-30,4,Category_2,436,14.962303154803848,0
2023-10-31,4,Category_2,552,493.55603644927,1
2023-11-30,4,Category_2,579,303.7080057755227,1
2023-12-31,4,Category_2,544,120.6670644572655,0
2020-01-31,5,Category_2,794,215.95882115281168,0
2020-02-29,5,Category_2,1050,257.80274815487786,0
2020-03-31,5,Category_2,845,221.84446992796788,0
2020-04-30,5,Category_2,801,92.2788694130297,0
2020-05-31,5,Category_2,858,375.5731749184777,0
2020-06-30,5,Category_2,884,14.423763974344704,0
2020-07-31,5,Category_2,927,157.6021605369404,0
2020-08-31,5,Category_2,721,273.38361486878983,0
2020-09-30,5,Category_2,876,494.14309140538575,0
2020-10-31,5,Category_2,792,229.2052137326923,0
2020-11-30,5,Category_2,959,38.39167280487632,0
2020-12-31,5,Category_2,761,252.7637743453494,0
2021-01-31,5,Category_2,911,321.16830858820566,0
2021-02-28,5,Category_2,811,198.3170630007257,0
2021-03-31,5,Category_2,993,64.97282288375771,0
2021-04-30,5,Category_2,1094,400.17531654810415,0
2021-05-31,5,Category_2,1043,460.3765837695914,0
2021-06-30,5,Category_2,792,415.4578303881535,0
2021-07-31,5,Category_2,895,347.766594473096,0
2021-08-31,5,Category_2,826,391.81185585414516,0
2021-09-30,5,Category_2,859,81.33813316372975,0
2021-10-31,5,Category_2,883,159.60573933038276,0
2021-11-30,5,Category_2,939,213.82767118899443,0
2021-12-31,5,Category_2,824,317.3515596266973,0
2022-01-31,5,Category_2,937,49.840188912041555,0
2022-02-28,5,Category_2,1053,43.62025965834796,0
2022-03-31,5,Category_2,1125,133.4876291051556,0
2022-04-30,5,Category_2,1348,80.35893643658221,1
2022-05-31,5,Category_2,897,74.04160809212773,0
2022-06-30,5,Category_2,1016,346.85617733761745,0
2022-07-31,5,Category_2,951,183.55482012446888,0
2022-08-31,5,Category_2,817,282.62302598439317,0
2022-09-30,5,Category_2,927,327.1567715778948,0
2022-10-31,5,Category_2,780,14.839394039721679,0
2022-11-30,5,Category_2,928,300.9643434751798,0
2022-12-31,5,Category_2,1056,323.04899464369703,0
2023-01-31,5,Category_2,1051,494.8044486345012,0
2023-02-28,5,Category_2,1205,353.21912233128734,0
2023-03-31,5,Category_2,1191,57.100377272420374,0
2023-04-30,5,Category_2,893,276.0144484149523,0
2023-05-31,5,Category_2,1052,381.709924378468,0
2023-06-30,5,Category_2,1329,195.2111650602492,1
2023-07-31,5,Category_2,911,347.2306890460284,0
2023-08-31,5,Category_2,1055,447.4641112401312,0
2023-09-30,5,Category_2,880,320.0603839238934,0
2023-10-31,5,Category_2,1186,111.98644851598326,1
2023-11-30,5,Category_2,920,415.3162791992654,0
2023-12-31,5,Category_2,1088,263.9671341106859,0
2020-01-31,6,Category_3,806,271.5097395335595,0
2020-02-29,6,Category_3,654,462.5277690733007,0
2020-03-31,6,Category_3,509,203.0546841959748,0
2020-04-30,6,Category_3,731,144.3244724736156,0
2020-05-31,6,Category_3,808,202.85821388509052,0
2020-06-30,6,Category_3,539,180.47190424310838,0
2020-07-31,6,Category_3,813,482.3687446067061,0
2020-08-31,6,Category_3,625,280.1115600135215,1
2020-09-30,6,Category_3,587,126.05320882600093,0
2020-10-31,6,Category_3,576,490.1187094998238,0
2020-11-30,6,Category_3,544,53.490451767573504,0
2020-12-31,6,Category_3,664,93.91439311909396,0
2021-01-31,6,Category_3,673,247.7212884314765,0
2021-02-28,6,Category_3,691,157.0845794857522,0
2021-03-31,6,Category_3,695,122.67698830178776,0
2021-04-30,6,Category_3,531,345.7604593342833,0
2021-05-31,6,Category_3,574,163.13333190901372,0
2021-06-30,6,Category_3,718,299.20822574063857,0
2021-07-31,6,Category_3,684,92.20625375838262,0
2021-08-31,6,Category_3,526,451.6926366231766,0
2021-09-30,6,Category_3,509,345.60587606493385,0
2021-10-31,6,Category_3,607,57.231695263840045,0
2021-11-30,6,Category_3,546,113.40116337425229,0
2021-12-31,6,Category_3,506,190.10610543375574,0
2022-01-31,6,Category_3,749,260.54907982616845,0
2022-02-28,6,Category_3,807,499.54970776833153,0
2022-03-31,6,Category_3,751,499.48222399532284,0
2022-04-30,6,Category_3,808,330.2469589570179,0
2022-05-31,6,Category_3,600,406.84204008453156,0
2022-06-30,6,Category_3,577,423.1637738267024,0
2022-07-31,6,Category_3,569,491.6389616040588,0
2022-08-31,6,Category_3,483,311.6852961439131,0
2022-09-30,6,Category_3,464,142.42288227779997,0
2022-10-31,6,Category_3,590,399.04938542378517,0
2022-11-30,6,Category_3,532,465.27266663559595,0
2022-12-31,6,Category_3,665,129.2669401967891,0
2023-01-31,6,Category_3,634,280.78267332570186,0
2023-02-28,6,Category_3,653,101.10393876657103,0
2023-03-31,6,Category_3,586,472.67840639788176,0
2023-04-30,6,Category_3,578,205.65606080779636,0
2023-05-31,6,Category_3,596,423.93281302528385,0
2023-06-30,6,Category_3,593,358.6257133371174,0
2023-07-31,6,Category_3,521,374.60123868957777,0
2023-08-31,6,Category_3,566,461.54225354537266,0
2023-09-30,6,Category_3,501,231.54709957318087,0
2023-10-31,6,Category_3,492,130.6617386427488,0
2023-11-30,6,Category_3,496,266.9337229657999,0
2023-12-31,6,Category_3,516,492.3730200752431,0
2020-01-31,7,Category_2,171,56.34154106923516,0
2020-02-29,7,Category_2,190,26.12245007422392,0
2020-03-31,7,Category_2,209,432.38491088601063,0
2020-04-30,7,Category_2,133,17.276473964643746,0
2020-05-31,7,Category_2,168,358.7929226036481,0
2020-06-30,7,Category_2,199,258.51482168727887,0
2020-07-31,7,Category_2,169,495.9772048061437,0
2020-08-31,7,Category_2,144,133.50858818764465,0
2020-09-30,7,Category_2,192,359.22310829351943,0
2020-10-31,7,Category_2,153,381.5175300866193,0
2020-11-30,7,Category_2,168,448.7859598602685,0
2020-12-31,7,Category_2,182,364.76607293096816,0
2021-01-31,7,Category_2,179,415.7426524823284,0
2021-02-28,7,Category_2,205,457.67517232483266,0
2021-03-31,7,Category_2,209,213.51169787709364,1
2021-04-30,7,Category_2,174,451.9106253441173,0
2021-05-31,7,Category_2,163,93.51256090457636,0
2021-06-30,7,Category_2,155,155.97891319439867,0
2021-07-31,7,Category_2,147,57.99966108087866,0
2021-08-31,7,Category_2,174,420.7762826253142,0
2021-09-30,7,Category_2,137,410.6453676392609,0
2021-10-31,7,Category_2,169,455.5567864113135,0
2021-11-30,7,Category_2,129,73.15053242857145,0
2021-12-31,7,Category_2,171,100.19920861248454,0
2022-01-31,7,Category_2,158,435.08476671038596,0
2022-02-28,7,Category_2,184,308.09923648031236,0
2022-03-31,7,Category_2,174,97.75963787829711,0
2022-04-30,7,Category_2,158,150.38808769429804,0
2022-05-31,7,Category_2,165,329.8224883729874,0
2022-06-30,7,Category_2,162,396.11308256878715,0
2022-07-31,7,Category_2,169,453.8761488938287,0
2022-08-31,7,Category_2,153,313.75271601991255,0
2022-09-30,7,Category_2,131,348.10298739313157,0
2022-10-31,7,Category_2,152,155.04483365524328,0
2022-11-30,7,Category_2,199,126.7134909112039,1
2022-12-31,7,Category_2,164,407.59895811532795,0
2023-01-31,7,Category_2,208,480.94869868292693,0
2023-02-28,7,Category_2,232,298.62272026686645,1
2023-03-31,7,Category_2,231,462.1409720213753,0
2023-04-30,7,Category_2,179,226.5572696106953,0
2023-05-31,7,Category_2,176,447.11127577503885,0
2023-06-30,7,Category_2,172,148.94014948793944,0
2023-07-31,7,Category_2,159,179.2012726597547,0
2023-08-31,7,Category_2,175,303.1122597703822,0
2023-09-30,7,Category_2,167,403.95444772134135,0
2023-10-31,7,Category_2,171,449.7132013066795,0
2023-11-30,7,Category_2,207,33.56732056935846,1
2023-12-31,7,Category_2,149,36.62983115348216,0
2020-01-31,8,Category_2,684,45.16154358524064,0
2020-02-29,8,Category_2,612,194.8197710985007,0
2020-03-31,8,Category_2,801,28.839048480031273,0
2020-04-30,8,Category_2,851,249.43784771747156,0
2020-05-31,8,Category_2,647,370.76198998174743,0
2020-06-30,8,Category_2,693,289.5215489552001,0
2020-07-31,8,Category_2,791,226.91320995545243,0
2020-08-31,8,Category_2,787,449.6509425621716,0
2020-09-30,8,Category_2,679,269.8434675229133,0
2020-10-31,8,Category_2,796,428.83186987009867,1
2020-11-30,8,Category_2,566,407.21395452120004,0
2020-12-31,8,Category_2,779,416.78312342591346,0
2021-01-31,8,Category_2,700,385.5199383762606,0
2021-02-28,8,Category_2,852,492.42714699610053,0
2021-03-31,8,Category_2,917,186.6140356836572,1
2021-04-30,8,Category_2,761,359.8280565282052,0
2021-05-31,8,Category_2,1027,214.5745588539805,1
2021-06-30,8,Category_2,846,96.4599225642926,0
2021-07-31,8,Category_2,754,259.4821562341769,0
2021-08-31,8,Category_2,672,466.27486868262645,0
2021-09-30,8,Category_2,691,174.34836401454538,0
2021-10-31,8,Category_2,633,496.5975132990304,0
2021-11-30,8,Category_2,670,499.851376570681,0
2021-12-31,8,Category_2,702,184.07023407571972,0
2022-01-31,8,Category_2,680,303.27836689655993,0
2022-02-28,8,Category_2,630,216.97196940781055,0
2022-03-31,8,Category_2,727,349.7879469810086,0
2022-04-30,8,Category_2,755,68.39650048796952,1
2022-05-31,8,Category_2,841,485.0611535783878,1
2022-06-30,8,Category_2,701,110.35908065678254,0
2022-07-31,8,Category_2,535,474.13988567202733,0
2022-08-31,8,Category_2,640,251.66279603379837,0
2022-09-30,8,Category_2,641,274.24075674064034,0
2022-10-31,8,Category_2,680,291.8374044116137,0
2022-11-30,8,Category_2,683,476.12349050730325,0
2022-12-31,8,Category_2,727,467.88013423257604,0
2023-01-31,8,Category_2,787,171.2269041150681,0
2023-02-28,8,Category_2,747,219.20238514533358,0
2023-03-31,8,Category_2,870,409.32423606329,0
2023-04-30,8,Category_2,662,220.78152719977197,0
2023-05-31,8,Category_2,762,54.788937734424216,0
2023-06-30,8,Category_2,475,251.61135007864837,0
2023-07-31,8,Category_2,633,423.6851742413805,0
2023-08-31,8,Category_2,690,66.68497553882905,0
2023-09-30,8,Category_2,604,287.05528072173036,0
2023-10-31,8,Category_2,643,138.3747995285661,0
2023-11-30,8,Category_2,635,251.3229590421618,0
2023-12-31,8,Category_2,666,421.6238769733455,0
2020-01-31,9,Category_2,918,37.13939945466484,0
2020-02-29,9,Category_2,871,407.03631773326384,0
2020-03-31,9,Category_2,983,175.5732818416575,0
2020-04-30,9,Category_2,855,242.82663464059388,0
2020-05-31,9,Category_2,891,436.5359566530628,0
2020-06-30,9,Category_2,852,292.9764565352962,0
2020-07-31,9,Category_2,895,435.32690160353997,0
2020-08-31,9,Category_2,756,128.40040648082615,0
2020-09-30,9,Category_2,836,121.5040446280134,0
2020-10-31,9,Category_2,782,19.76556662957795,0
2020-11-30,9,Category_2,796,90.5368937267761,0
2020-12-31,9,Category_2,919,385.92148444960407,0
2021-01-31,9,Category_2,980,276.6885413339701,0
2021-02-28,9,Category_2,852,412.5909839131598,0
2021-03-31,9,Category_2,764,232.88664760846348,0
2021-04-30,9,Category_2,841,114.13766032000898,0
2021-05-31,9,Category_2,1237,498.5530197396156,1
2021-06-30,9,Category_2,790,129.05035171876028,0
2021-07-31,9,Category_2,949,464.3505317394635,0
2021-08-31,9,Category_2,736,180.32669036023205,0
2021-09-30,9,Category_2,886,202.4353359524027,1
2021-10-31,9,Category_2,829,349.0318611172432,0
2021-11-30,9,Category_2,828,299.56389150570016,0
2021-12-31,9,Category_2,870,288.45057900369227,0
2022-01-31,9,Category_2,1041,482.47396398778756,0
2022-02-28,9,Category_2,854,56.6386957430526,0
2022-03-31,9,Category_2,983,62.7952596927275,0
2022-04-30,9,Category_2,837,209.64744625437652,0
2022-05-31,9,Category_2,936,290.6657583168056,0
2022-06-30,9,Category_2,839,214.04827201743163,0
2022-07-31,9,Category_2,868,327.96056708358515,0
2022-08-31,9,Category_2,963,453.64370046082234,1
2022-09-30,9,Category_2,800,363.6307625087535,0
2022-10-31,9,Category_2,891,255.28649553742275,0
2022-11-30,9,Category_2,909,328.2162841578091,1
2022-12-31,9,Category_2,707,306.070492179154,0
2023-01-31,9,Category_2,778,267.41349071055583,0
2023-02-28,9,Category_2,682,324.74937399056193,0
2023-03-31,9,Category_2,1099,221.21365265234607,0
2023-04-30,9,Category_2,1041,297.62776719751287,0
2023-05-31,9,Category_2,716,212.22562641323907,0
2023-06-30,9,Category_2,843,276.797482268291,0
2023-07-31,9,Category_2,645,441.9414603728788,0
2023-08-31,9,Category_2,823,410.7017004898961,0
2023-09-30,9,Category_2,687,291.62739621085,0
2023-10-31,9,Category_2,979,266.0145381149238,1
2023-11-30,9,Category_2,886,464.29313331613895,0
2023-12-31,9,Category_2,862,106.30548856597633,0
2020-01-31,10,Category_2,775,461.6805340384132,0
2020-02-29,10,Category_2,926,377.2280251660745,0
2020-03-31,10,Category_2,1124,257.7322312005481,0
2020-04-30,10,Category_2,953,11.669631079008049,0
2020-05-31,10,Category_2,952,366.4336393958247,0
2020-06-30,10,Category_2,962,99.71947130736379,0
2020-07-31,10,Category_2,800,22.028045172018096,0
2020-08-31,10,Category_2,781,211.7579481011144,0
2020-09-30,10,Category_2,829,348.65423037043945,0
2020-10-31,10,Category_2,971,36.71201426936337,0
2020-11-30,10,Category_2,853,149.26795484991837,0
2020-12-31,10,Category_2,800,42.606975098929986,0
2021-01-31,10,Category_2,1000,389.46739128387486,0
2021-02-28,10,Category_2,1002,131.72787833264513,0
2021-03-31,10,Category_2,1077,429.42329195444506,0
2021-04-30,10,Category_2,1070,463.44317461151076,0
2021-05-31,10,Category_2,1046,268.19530184546227,0
2021-06-30,10,Category_2,884,131.6160442921174,0
2021-07-31,10,Category_2,781,88.55532675875023,0
2021-08-31,10,Category_2,852,369.3646093399012,0
2021-09-30,10,Category_2,916,360.0273011219006,0
2021-10-31,10,Category_2,804,321.2725749562878,0
2021-11-30,10,Category_2,1035,495.43821521786845,0
2021-12-31,10,Category_2,934,258.4665784427539,0
2022-01-31,10,Category_2,927,81.09155525696633,0
2022-02-28,10,Category_2,1163,227.22193848232823,1
2022-03-31,10,Category_2,1175,83.40208697036148,0
2022-04-30,10,Category_2,984,227.41819589714564,0
2022-05-31,10,Category_2,1078,115.62425922233362,0
2022-06-30,10,Category_2,1034,480.8583692764888,0
2022-07-31,10,Category_2,915,229.10332666953587,0
2022-08-31,10,Category_2,888,286.31813955982153,0
2022-09-30,10,Category_2,913,408.9054687620594,0
2022-10-31,10,Category_2,890,150.6017054879733,0
2022-11-30,10,Category_2,877,391.7360424459191,0
2022-12-31,10,Category_2,1059,144.91101236698054,1
